csvData,Tipo,Horario,Premio_1,Centena_1,Grupo_1,Bicho_1,Premio_2,Centena_2,Grupo_2,Bicho_2,Premio_3,Centena_3,Grupo_3,Bicho_3,Premio_4,Centena_4,Grupo_4,Bicho_4,Premio_5,Centena_5,Grupo_5,Bicho_5
2024-06-18,PPT,09:30,2033,033,09,Cobra,7779,779,20,Peru,1277,277,20,Peru,6969,969,18,Porco,3064,064,16,Leão
2024-06-18,PTM,11:30,5445,445,12,Elefante,6178,178,20,Peru,8978,978,20,Peru,2855,855,14,Gato,3143,143,11,Cavalo
2024-06-18,PT,14:30,0237,237,10,Coelho,2298,298,25,Vaca,6529,529,08,Camelo,0213,213,04,Borboleta,6000,000,25,Vaca
2024-06-18,PTV,16:30,5154,154,14,Gato,4935,935,09,Cobra,4547,547,12,Elefante,2854,854,14,Gato,6869,869,18,Porco
2024-06-18,PTN,,4588,588,22,Tigre,8231,231,08,Camelo,1232,232,08,Camelo,9226,226,07,Carneiro,1304,304,01,Avestruz
2024-06-18,COR,21:30,0591,591,23,Urso,2106,106,02,Águia,8787,787,22,Tigre,2893,893,24,Veado,0094,094,24,Veado
2024-06-19,PPT,09:30,6688,688,22,Tigre,6466,466,17,Macaco,8182,182,21,Touro,8222,222,06,Cabra,5500,500,25,Vaca
2024-06-19,PTM,11:30,0550,550,13,Galo,2502,502,01,Avestruz,7129,129,08,Camelo,7184,184,21,Touro,5488,488,22,Tigre
2024-06-19,PT,14:30,9099,099,25,Vaca,5744,744,11,Cavalo,6381,381,21,Touro,0780,780,20,Peru,7508,508,02,Águia
2024-06-19,PTV,16:30,0490,490,23,Urso,9080,080,20,Peru,9068,068,17,Macaco,2825,825,07,Carneiro,1833,833,09,Cobra
2024-06-19,FED,,2749,749,13,Galo,8448,448,12,Elefante,6562,562,16,Leão,5577,577,20,Peru,0809,809,03,Burro
2024-06-19,COR,21:30,4681,681,21,Touro,7187,187,22,Tigre,9966,966,17,Macaco,4108,108,02,Águia,0264,264,16,Leão
2024-06-20,PPT,09:30,4217,217,05,Cachorro,0838,838,10,Coelho,8180,180,20,Peru,0268,268,17,Macaco,7877,877,20,Peru
2024-06-20,PTM,11:30,0530,530,08,Camelo,0958,958,15,Jacaré,4766,766,17,Macaco,6786,786,22,Tigre,5605,605,02,Águia
2024-06-20,PT,14:30,9217,217,05,Cachorro,7182,182,21,Touro,3058,058,15,Jacaré,7286,286,22,Tigre,8655,655,14,Gato
2024-06-20,PTV,16:30,0334,334,09,Cobra,2454,454,14,Gato,6275,275,19,Pavão,5450,450,13,Galo,6630,630,08,Camelo
2024-06-20,PTN,,6996,996,24,Veado,5140,140,10,Coelho,5227,227,07,Carneiro,1268,268,17,Macaco,9113,113,04,Borboleta
2024-06-20,COR,21:30,9600,600,25,Vaca,5015,015,04,Borboleta,7539,539,10,Coelho,4673,673,19,Pavão,4311,311,03,Burro
2024-06-21,PPT,09:30,0571,571,18,Porco,2224,224,06,Cabra,0485,485,22,Tigre,8926,926,07,Carneiro,1043,043,11,Cavalo
2024-06-21,PTM,11:30,2685,685,22,Tigre,9014,014,04,Borboleta,1977,977,20,Peru,9996,996,24,Veado,4818,818,05,Cachorro
2024-06-21,PT,14:30,1918,918,05,Cachorro,3564,564,16,Leão,9220,220,05,Cachorro,3180,180,20,Peru,0108,108,02,Águia
2024-06-21,PTV,16:30,4074,074,19,Pavão,0433,433,09,Cobra,7536,536,09,Cobra,3996,996,24,Veado,0029,029,08,Camelo
2024-06-21,PTN,,8159,159,15,Jacaré,7877,877,20,Peru,4474,474,19,Pavão,8562,562,16,Leão,1448,448,12,Elefante
2024-06-21,COR,21:30,3231,231,08,Camelo,2915,915,04,Borboleta,7569,569,18,Porco,5653,653,14,Gato,6504,504,01,Avestruz
2024-06-22,PPT,09:30,8718,718,05,Cachorro,2632,632,08,Camelo,2036,036,09,Cobra,9163,163,16,Leão,2453,453,14,Gato
2024-06-22,PTM,11:30,8779,779,20,Peru,3116,116,04,Borboleta,9570,570,18,Porco,3536,536,09,Cobra,9792,792,23,Urso
2024-06-22,PT,14:30,3458,458,15,Jacaré,7090,090,23,Urso,6984,984,21,Touro,9261,261,16,Leão,2849,849,13,Galo
2024-06-22,PTV,16:30,3081,081,21,Touro,3352,352,13,Galo,4136,136,09,Cobra,9823,823,06,Cabra,2698,698,25,Vaca
2024-06-22,FED,,2452,452,13,Galo,5221,221,06,Cabra,2462,462,16,Leão,7645,645,12,Elefante,7592,592,23,Urso
2024-06-22,COR,21:30,4584,584,21,Touro,1881,881,21,Touro,6141,141,11,Cavalo,2077,077,20,Peru,5469,469,18,Porco
2024-06-23,PPT,09:30,5741,741,11,Cavalo,5360,360,15,Jacaré,9899,899,25,Vaca,8164,164,16,Leão,1617,617,05,Cachorro
2024-06-23,PTM,11:30,8421,421,06,Cabra,2206,206,02,Águia,5572,572,18,Porco,4921,921,06,Cabra,3503,503,01,Avestruz
2024-06-23,PT,14:30,5448,448,12,Elefante,2177,177,20,Peru,2866,866,17,Macaco,3796,796,24,Veado,0192,192,23,Urso
2024-06-23,PTV,16:30,2339,339,10,Coelho,2050,050,13,Galo,6740,740,10,Coelho,1806,806,02,Águia,0390,390,23,Urso
2024-06-24,PPT,09:30,3159,159,15,Jacaré,8962,962,16,Leão,4705,705,02,Águia,1036,036,09,Cobra,1646,646,12,Elefante
2024-06-24,PTM,11:30,6749,749,13,Galo,4896,896,24,Veado,9807,807,02,Águia,8981,981,21,Touro,9382,382,21,Touro
2024-06-24,PT,14:30,3402,402,01,Avestruz,0928,928,07,Carneiro,0000,000,25,Vaca,1283,283,21,Touro,3934,934,09,Cobra
2024-06-24,PTV,16:30,4596,596,24,Veado,7320,320,05,Cachorro,8923,923,06,Cabra,0923,923,06,Cabra,0526,526,07,Carneiro
2024-06-24,PTN,,0469,469,18,Porco,2301,301,01,Avestruz,5377,377,20,Peru,6192,192,23,Urso,3098,098,25,Vaca
2024-06-24,COR,21:30,4474,474,19,Pavão,7830,830,08,Camelo,3182,182,21,Touro,7171,171,18,Porco,9905,905,02,Águia
2024-06-25,PPT,09:30,6929,929,08,Camelo,2042,042,11,Cavalo,5642,642,11,Cavalo,4084,084,21,Touro,9162,162,16,Leão
2024-06-25,PTM,11:30,1384,384,21,Touro,8279,279,20,Peru,0970,970,18,Porco,9827,827,07,Carneiro,8653,653,14,Gato
2024-06-25,PT,14:30,7731,731,08,Camelo,7626,626,07,Carneiro,6584,584,21,Touro,3675,675,19,Pavão,1417,417,05,Cachorro
2024-06-25,PTV,16:30,0992,992,23,Urso,2746,746,12,Elefante,3009,009,03,Burro,9746,746,12,Elefante,3441,441,11,Cavalo
2024-06-25,PTN,,9653,653,14,Gato,4007,007,02,Águia,4349,349,13,Galo,3632,632,08,Camelo,9599,599,25,Vaca
2024-06-25,COR,21:30,8847,847,12,Elefante,9570,570,18,Porco,2921,921,06,Cabra,3047,047,12,Elefante,2915,915,04,Borboleta
2024-06-26,PPT,09:30,7954,954,14,Gato,4126,126,07,Carneiro,2306,306,02,Águia,1504,504,01,Avestruz,5466,466,17,Macaco
2024-06-26,PTM,11:30,2787,787,22,Tigre,8937,937,10,Coelho,0884,884,21,Touro,2554,554,14,Gato,7232,232,08,Camelo
2024-06-26,PT,14:30,4201,201,01,Avestruz,3040,040,10,Coelho,0174,174,19,Pavão,5744,744,11,Cavalo,2516,516,04,Borboleta
2024-06-26,PTV,16:30,0557,557,15,Jacaré,3365,365,17,Macaco,0574,574,19,Pavão,6789,789,23,Urso,7000,000,25,Vaca
2024-06-26,FED,,7453,453,14,Gato,1004,004,01,Avestruz,0361,361,16,Leão,4497,497,25,Vaca,0762,762,16,Leão
2024-06-26,COR,21:30,4109,109,03,Burro,1224,224,06,Cabra,9713,713,04,Borboleta,7607,607,02,Águia,2449,449,13,Galo
2024-06-27,PPT,09:30,8632,632,08,Camelo,2443,443,11,Cavalo,4595,595,24,Veado,3373,373,19,Pavão,3247,247,12,Elefante
2024-06-27,PTM,11:30,0929,929,08,Camelo,7593,593,24,Veado,7803,803,01,Avestruz,8319,319,05,Cachorro,9502,502,01,Avestruz
2024-06-27,PT,14:30,9479,479,20,Peru,8858,858,15,Jacaré,4984,984,21,Touro,3425,425,07,Carneiro,6985,985,22,Tigre
2024-06-27,PTV,16:30,8233,233,09,Cobra,3472,472,18,Porco,7149,149,13,Galo,9403,403,01,Avestruz,1998,998,25,Vaca
2024-06-27,PTN,,9852,852,13,Galo,7556,556,14,Gato,2471,471,18,Porco,6720,720,05,Cachorro,1896,896,24,Veado
2024-06-27,COR,21:30,1077,077,20,Peru,4772,772,18,Porco,9248,248,12,Elefante,9015,015,04,Borboleta,6534,534,09,Cobra
2024-06-28,PPT,09:30,5878,878,20,Peru,5790,790,23,Urso,5034,034,09,Cobra,8790,790,23,Urso,6757,757,15,Jacaré
2024-06-28,PTM,11:30,8004,004,01,Avestruz,2776,776,19,Pavão,4376,376,19,Pavão,5593,593,24,Veado,2031,031,08,Camelo
2024-06-28,PT,14:30,9887,887,22,Tigre,0025,025,07,Carneiro,4646,646,12,Elefante,4690,690,23,Urso,9751,751,13,Galo
2024-06-28,PTV,16:30,2904,904,01,Avestruz,3144,144,11,Cavalo,3094,094,24,Veado,9407,407,02,Águia,6934,934,09,Cobra
2024-06-28,PTN,,5074,074,19,Pavão,1158,158,15,Jacaré,6690,690,23,Urso,8168,168,17,Macaco,2213,213,04,Borboleta
2024-06-28,COR,21:30,1861,861,16,Leão,6398,398,25,Vaca,5885,885,22,Tigre,8036,036,09,Cobra,3631,631,08,Camelo
2024-06-29,PPT,09:30,6780,780,20,Peru,2465,465,17,Macaco,5800,800,25,Vaca,2750,750,13,Galo,8959,959,15,Jacaré
2024-06-29,PTM,11:30,4747,747,12,Elefante,4228,228,07,Carneiro,3610,610,03,Burro,4642,642,11,Cavalo,2743,743,11,Cavalo
2024-06-29,PT,14:30,4690,690,23,Urso,9564,564,16,Leão,9398,398,25,Vaca,2429,429,08,Camelo,1710,710,03,Burro
2024-06-29,PTV,16:30,6501,501,01,Avestruz,4989,989,23,Urso,3669,669,18,Porco,9866,866,17,Macaco,8995,995,24,Veado
2024-06-29,FED,,5323,323,06,Cabra,4577,577,20,Peru,2395,395,24,Veado,4576,576,19,Pavão,1185,185,22,Tigre
2024-06-29,COR,21:30,8210,210,03,Burro,8239,239,10,Coelho,1149,149,13,Galo,1230,230,08,Camelo,3623,623,06,Cabra
2024-06-30,PPT,09:30,1876,876,19,Pavão,3560,560,15,Jacaré,8405,405,02,Águia,2452,452,13,Galo,1050,050,13,Galo
2024-06-30,PTM,11:30,0284,284,21,Touro,5607,607,02,Águia,6099,099,25,Vaca,9044,044,11,Cavalo,3963,963,16,Leão
2024-06-30,PT,14:30,0295,295,24,Veado,4406,406,02,Águia,5310,310,03,Burro,2703,703,01,Avestruz,1512,512,03,Burro
2024-06-30,PTV,16:30,8541,541,11,Cavalo,3041,041,11,Cavalo,9053,053,14,Gato,0425,425,07,Carneiro,1466,466,17,Macaco
2024-07-01,PPT,09:30,4471,471,18,Porco,5729,729,08,Camelo,0944,944,11,Cavalo,6490,490,23,Urso,7034,034,09,Cobra
2024-07-01,PTM,11:30,1487,487,22,Tigre,2493,493,24,Veado,9625,625,07,Carneiro,9406,406,02,Águia,0962,962,16,Leão
2024-07-01,PT,14:30,7360,360,15,Jacaré,3857,857,15,Jacaré,6440,440,10,Coelho,6517,517,05,Cachorro,7898,898,25,Vaca
2024-07-01,PTV,16:30,7732,732,08,Camelo,4727,727,07,Carneiro,6690,690,23,Urso,4401,401,01,Avestruz,5812,812,03,Burro
2024-07-01,PTN,,5989,989,23,Urso,7504,504,01,Avestruz,5907,907,02,Águia,5294,294,24,Veado,1753,753,14,Gato
2024-07-01,COR,21:30,8940,940,10,Coelho,2591,591,23,Urso,8473,473,19,Pavão,8974,974,19,Pavão,2154,154,14,Gato
2024-07-02,PPT,09:30,2702,702,01,Avestruz,2409,409,03,Burro,3924,924,06,Cabra,7730,730,08,Camelo,9123,123,06,Cabra
2024-07-02,PTM,11:30,0929,929,08,Camelo,0576,576,19,Pavão,3151,151,13,Galo,4345,345,12,Elefante,4518,518,05,Cachorro
2024-07-02,PT,14:30,9240,240,10,Coelho,8177,177,20,Peru,6246,246,12,Elefante,5791,791,23,Urso,7191,191,23,Urso
2024-07-02,PTV,16:30,3346,346,12,Elefante,7946,946,12,Elefante,6307,307,02,Águia,6155,155,14,Gato,3116,116,04,Borboleta
2024-07-02,PTN,,6935,935,09,Cobra,1173,173,19,Pavão,3670,670,18,Porco,3216,216,04,Borboleta,7925,925,07,Carneiro
2024-07-02,COR,21:30,4225,225,07,Carneiro,4360,360,15,Jacaré,9313,313,04,Borboleta,9492,492,23,Urso,9315,315,04,Borboleta
2024-07-03,PPT,09:30,7894,894,24,Veado,6365,365,17,Macaco,4442,442,11,Cavalo,1049,049,13,Galo,8611,611,03,Burro
2024-07-03,PTM,11:30,8443,443,11,Cavalo,5878,878,20,Peru,0818,818,05,Cachorro,6036,036,09,Cobra,3203,203,01,Avestruz
2024-07-03,PT,14:30,6489,489,23,Urso,1056,056,14,Gato,9572,572,18,Porco,0923,923,06,Cabra,0195,195,24,Veado
2024-07-03,PTV,16:30,1172,172,18,Porco,7306,306,02,Águia,3072,072,18,Porco,5592,592,23,Urso,4064,064,16,Leão
2024-07-03,FED,,4122,122,06,Cabra,2111,111,03,Burro,1494,494,24,Veado,0995,995,24,Veado,7808,808,02,Águia
2024-07-03,COR,21:30,9640,640,10,Coelho,5586,586,22,Tigre,2850,850,13,Galo,4999,999,25,Vaca,4934,934,09,Cobra
2024-07-04,PPT,09:30,7603,603,01,Avestruz,0597,597,25,Vaca,0924,924,06,Cabra,4431,431,08,Camelo,1052,052,13,Galo
2024-07-04,PTM,11:30,9484,484,21,Touro,8642,642,11,Cavalo,5802,802,01,Avestruz,3535,535,09,Cobra,2504,504,01,Avestruz
2024-07-04,PT,14:30,7105,105,02,Águia,7376,376,19,Pavão,9673,673,19,Pavão,0688,688,22,Tigre,5300,300,25,Vaca
2024-07-04,PTV,16:30,6239,239,10,Coelho,6711,711,03,Burro,9026,026,07,Carneiro,0429,429,08,Camelo,7660,660,15,Jacaré
2024-07-04,PTN,,1519,519,05,Cachorro,5928,928,07,Carneiro,1761,761,16,Leão,8341,341,11,Cavalo,3868,868,17,Macaco
2024-07-04,COR,21:30,2153,153,14,Gato,0379,379,20,Peru,8114,114,04,Borboleta,1837,837,10,Coelho,6736,736,09,Cobra
2024-07-05,PPT,09:30,3343,343,11,Cavalo,8351,351,13,Galo,0687,687,22,Tigre,6911,911,03,Burro,0203,203,01,Avestruz
2024-07-05,PTM,11:30,2858,858,15,Jacaré,4679,679,20,Peru,8346,346,12,Elefante,5208,208,02,Águia,8153,153,14,Gato
2024-07-05,PT,14:30,3841,841,11,Cavalo,5996,996,24,Veado,9845,845,12,Elefante,1819,819,05,Cachorro,4873,873,19,Pavão
2024-07-05,PTV,16:30,5852,852,13,Galo,0395,395,24,Veado,3228,228,07,Carneiro,9135,135,09,Cobra,8867,867,17,Macaco
2024-07-05,PTN,,2487,487,22,Tigre,4003,003,01,Avestruz,7892,892,23,Urso,3803,803,01,Avestruz,8006,006,02,Águia
2024-07-05,COR,21:30,4751,751,13,Galo,9529,529,08,Camelo,0167,167,17,Macaco,3603,603,01,Avestruz,6208,208,02,Águia
2024-07-06,PPT,09:30,7165,165,17,Macaco,3457,457,15,Jacaré,4798,798,25,Vaca,9237,237,10,Coelho,5805,805,02,Águia
2024-07-06,PTM,11:30,4423,423,06,Cabra,8850,850,13,Galo,9399,399,25,Vaca,4757,757,15,Jacaré,1088,088,22,Tigre
2024-07-06,PT,14:30,0349,349,13,Galo,4027,027,07,Carneiro,9517,517,05,Cachorro,8188,188,22,Tigre,8688,688,22,Tigre
2024-07-06,PTV,16:30,6268,268,17,Macaco,8663,663,16,Leão,6385,385,22,Tigre,0658,658,15,Jacaré,1452,452,13,Galo
2024-07-06,FED,,1933,933,09,Cobra,7822,822,06,Cabra,0599,599,25,Vaca,5432,432,08,Camelo,0483,483,21,Touro
2024-07-06,COR,21:30,0829,829,08,Camelo,2257,257,15,Jacaré,1983,983,21,Touro,0276,276,19,Pavão,2767,767,17,Macaco
2024-07-07,PPT,09:30,6001,001,01,Avestruz,9339,339,10,Coelho,4857,857,15,Jacaré,6215,215,04,Borboleta,8151,151,13,Galo
2024-07-07,PTM,11:30,0317,317,05,Cachorro,0596,596,24,Veado,2952,952,13,Galo,0642,642,11,Cavalo,7930,930,08,Camelo
2024-07-07,PT,14:30,8729,729,08,Camelo,4367,367,17,Macaco,5187,187,22,Tigre,9503,503,01,Avestruz,5268,268,17,Macaco
2024-07-07,PTV,16:30,6692,692,23,Urso,2298,298,25,Vaca,4869,869,18,Porco,6136,136,09,Cobra,6377,377,20,Peru
2024-07-08,PPT,09:30,1269,269,18,Porco,6221,221,06,Cabra,3792,792,23,Urso,8529,529,08,Camelo,1639,639,10,Coelho
2024-07-08,PTM,11:30,7251,251,13,Galo,7700,700,25,Vaca,8472,472,18,Porco,2689,689,23,Urso,8139,139,10,Coelho
2024-07-08,PT,14:30,4921,921,06,Cabra,4874,874,19,Pavão,1166,166,17,Macaco,3926,926,07,Carneiro,8325,325,07,Carneiro
2024-07-08,PTV,16:30,8652,652,13,Galo,0919,919,05,Cachorro,8732,732,08,Camelo,6420,420,05,Cachorro,6924,924,06,Cabra
2024-07-08,PTN,,9040,040,10,Coelho,0291,291,23,Urso,2055,055,14,Gato,4027,027,07,Carneiro,4669,669,18,Porco
2024-07-08,COR,21:30,2709,709,03,Burro,8599,599,25,Vaca,1792,792,23,Urso,3986,986,22,Tigre,2411,411,03,Burro
2024-07-09,PPT,09:30,7567,567,17,Macaco,6170,170,18,Porco,6225,225,07,Carneiro,7378,378,20,Peru,2976,976,19,Pavão
2024-07-09,PTM,11:30,9946,946,12,Elefante,1333,333,09,Cobra,2439,439,10,Coelho,4524,524,06,Cabra,3806,806,02,Águia
2024-07-09,PT,14:30,4523,523,06,Cabra,9302,302,01,Avestruz,3368,368,17,Macaco,0170,170,18,Porco,6249,249,13,Galo
2024-07-09,PTV,16:30,7874,874,19,Pavão,6293,293,24,Veado,3991,991,23,Urso,2802,802,01,Avestruz,6833,833,09,Cobra
2024-07-09,PTN,,8842,842,11,Cavalo,6739,739,10,Coelho,1042,042,11,Cavalo,3507,507,02,Águia,1345,345,12,Elefante
2024-07-09,COR,21:30,8251,251,13,Galo,6647,647,12,Elefante,7657,657,15,Jacaré,0935,935,09,Cobra,8266,266,17,Macaco
2024-07-10,PPT,09:30,4838,838,10,Coelho,9055,055,14,Gato,5905,905,02,Águia,8469,469,18,Porco,8836,836,09,Cobra
2024-07-10,PTM,11:30,2861,861,16,Leão,3998,998,25,Vaca,2369,369,18,Porco,3992,992,23,Urso,5505,505,02,Águia
2024-07-10,PT,14:30,9238,238,10,Coelho,6770,770,18,Porco,8297,297,25,Vaca,2617,617,05,Cachorro,8844,844,11,Cavalo
2024-07-10,PTV,16:30,3971,971,18,Porco,8321,321,06,Cabra,1164,164,16,Leão,9991,991,23,Urso,1498,498,25,Vaca
2024-07-10,FED,,9532,532,08,Camelo,7130,130,08,Camelo,4864,864,16,Leão,5282,282,21,Touro,3475,475,19,Pavão
2024-07-10,COR,21:30,6711,711,03,Burro,9152,152,13,Galo,0054,054,14,Gato,8548,548,12,Elefante,5075,075,19,Pavão
2024-07-11,PPT,09:30,8273,273,19,Pavão,7503,503,01,Avestruz,9457,457,15,Jacaré,3905,905,02,Águia,6970,970,18,Porco
2024-07-11,PTM,11:30,8687,687,22,Tigre,2065,065,17,Macaco,8095,095,24,Veado,3144,144,11,Cavalo,1759,759,15,Jacaré
2024-07-11,PT,14:30,2699,699,25,Vaca,8996,996,24,Veado,5819,819,05,Cachorro,8053,053,14,Gato,8028,028,07,Carneiro
2024-07-11,PTV,16:30,3807,807,02,Águia,0242,242,11,Cavalo,9386,386,22,Tigre,4267,267,17,Macaco,2538,538,10,Coelho
2024-07-11,PTN,,2285,285,22,Tigre,3050,050,13,Galo,3180,180,20,Peru,7645,645,12,Elefante,1272,272,18,Porco
2024-07-11,COR,21:30,9448,448,12,Elefante,1000,000,25,Vaca,2735,735,09,Cobra,0681,681,21,Touro,5075,075,19,Pavão
2024-07-12,PPT,09:30,5250,250,13,Galo,5815,815,04,Borboleta,2665,665,17,Macaco,1321,321,06,Cabra,9133,133,09,Cobra
2024-07-12,PTM,11:30,9657,657,15,Jacaré,8192,192,23,Urso,7632,632,08,Camelo,7502,502,01,Avestruz,0230,230,08,Camelo
2024-07-12,PT,14:30,6663,663,16,Leão,4623,623,06,Cabra,4623,623,06,Cabra,1012,012,03,Burro,3427,427,07,Carneiro
2024-07-12,PTV,16:30,9664,664,16,Leão,4247,247,12,Elefante,6073,073,19,Pavão,8519,519,05,Cachorro,7380,380,20,Peru
2024-07-12,PTN,,5484,484,21,Touro,2060,060,15,Jacaré,3808,808,02,Águia,9681,681,21,Touro,2973,973,19,Pavão
2024-07-12,COR,21:30,5414,414,04,Borboleta,2139,139,10,Coelho,6957,957,15,Jacaré,5031,031,08,Camelo,4048,048,12,Elefante
2024-07-13,PPT,09:30,5372,372,18,Porco,9455,455,14,Gato,3994,994,24,Veado,6208,208,02,Águia,6567,567,17,Macaco
2024-07-13,PTM,11:30,4028,028,07,Carneiro,1123,123,06,Cabra,7061,061,16,Leão,4054,054,14,Gato,1684,684,21,Touro
2024-07-13,PT,14:30,7818,818,05,Cachorro,2421,421,06,Cabra,2911,911,03,Burro,9347,347,12,Elefante,7071,071,18,Porco
2024-07-13,PTV,16:30,8999,999,25,Vaca,1520,520,05,Cachorro,1362,362,16,Leão,2337,337,10,Coelho,9298,298,25,Vaca
2024-07-13,FED,,4752,752,13,Galo,7210,210,03,Burro,8676,676,19,Pavão,8746,746,12,Elefante,5819,819,05,Cachorro
2024-07-13,COR,21:30,6390,390,23,Urso,1718,718,05,Cachorro,5283,283,21,Touro,2278,278,20,Peru,8899,899,25,Vaca
2024-07-14,PPT,09:30,0679,679,20,Peru,1374,374,19,Pavão,0482,482,21,Touro,9172,172,18,Porco,1903,903,01,Avestruz
2024-07-14,PTM,11:30,3932,932,08,Camelo,2661,661,16,Leão,9880,880,20,Peru,2101,101,01,Avestruz,5864,864,16,Leão
2024-07-14,PT,14:30,6436,436,09,Cobra,9980,980,20,Peru,5533,533,09,Cobra,8923,923,06,Cabra,6932,932,08,Camelo
2024-07-14,PTV,16:30,0886,886,22,Tigre,8400,400,25,Vaca,2588,588,22,Tigre,2984,984,21,Touro,9551,551,13,Galo
2024-07-15,PPT,09:30,4082,082,21,Touro,6020,020,05,Cachorro,5821,821,06,Cabra,1137,137,10,Coelho,3141,141,11,Cavalo
2024-07-15,PTM,11:30,8103,103,01,Avestruz,8758,758,15,Jacaré,2927,927,07,Carneiro,7327,327,07,Carneiro,9631,631,08,Camelo
2024-07-15,PT,14:30,8396,396,24,Veado,8950,950,13,Galo,3823,823,06,Cabra,0115,115,04,Borboleta,4790,790,23,Urso
2024-07-15,PTV,16:30,8559,559,15,Jacaré,0925,925,07,Carneiro,3296,296,24,Veado,9177,177,20,Peru,3555,555,14,Gato
2024-07-15,PTN,,7309,309,03,Burro,2902,902,01,Avestruz,7672,672,18,Porco,9455,455,14,Gato,2066,066,17,Macaco
2024-07-15,COR,21:30,1997,997,25,Vaca,4490,490,23,Urso,7247,247,12,Elefante,9480,480,20,Peru,6199,199,25,Vaca
2024-07-16,PPT,09:30,9835,835,09,Cobra,6146,146,12,Elefante,7955,955,14,Gato,9144,144,11,Cavalo,3415,415,04,Borboleta
2024-07-16,PTM,11:30,6487,487,22,Tigre,1191,191,23,Urso,2405,405,02,Águia,3691,691,23,Urso,5634,634,09,Cobra
2024-07-16,PT,14:30,3723,723,06,Cabra,6152,152,13,Galo,8743,743,11,Cavalo,0209,209,03,Burro,9083,083,21,Touro
2024-07-16,PTV,16:30,1062,062,16,Leão,5436,436,09,Cobra,5396,396,24,Veado,8388,388,22,Tigre,7135,135,09,Cobra
2024-07-16,PTN,,4916,916,04,Borboleta,9078,078,20,Peru,2254,254,14,Gato,8065,065,17,Macaco,7206,206,02,Águia
2024-07-16,COR,21:30,2293,293,24,Veado,0750,750,13,Galo,4378,378,20,Peru,3228,228,07,Carneiro,3020,020,05,Cachorro
2024-07-17,PPT,09:30,3690,690,23,Urso,8167,167,17,Macaco,4901,901,01,Avestruz,6700,700,25,Vaca,8813,813,04,Borboleta
2024-07-17,PTM,11:30,4824,824,06,Cabra,6296,296,24,Veado,2657,657,15,Jacaré,3272,272,18,Porco,5063,063,16,Leão
2024-07-17,PT,14:30,2116,116,04,Borboleta,1429,429,08,Camelo,4247,247,12,Elefante,9044,044,11,Cavalo,5001,001,01,Avestruz
2024-07-17,PTV,16:30,5706,706,02,Águia,8916,916,04,Borboleta,2834,834,09,Cobra,8265,265,17,Macaco,0724,724,06,Cabra
2024-07-17,FED,,2630,630,08,Camelo,6323,323,06,Cabra,0011,011,03,Burro,0367,367,17,Macaco,9340,340,10,Coelho
2024-07-17,COR,21:30,5597,597,25,Vaca,0158,158,15,Jacaré,0536,536,09,Cobra,5758,758,15,Jacaré,2918,918,05,Cachorro
2024-07-18,PPT,09:30,2849,849,13,Galo,8701,701,01,Avestruz,2171,171,18,Porco,9431,431,08,Camelo,4463,463,16,Leão
2024-07-18,PTM,11:30,3567,567,17,Macaco,8387,387,22,Tigre,4232,232,08,Camelo,7955,955,14,Gato,6267,267,17,Macaco
2024-07-18,PT,14:30,8152,152,13,Galo,3336,336,09,Cobra,5975,975,19,Pavão,9016,016,04,Borboleta,2840,840,10,Coelho
2024-07-18,PTV,16:30,0267,267,17,Macaco,3803,803,01,Avestruz,8281,281,21,Touro,9623,623,06,Cabra,4772,772,18,Porco
2024-07-18,PTN,,2910,910,03,Burro,3893,893,24,Veado,6324,324,06,Cabra,5879,879,20,Peru,9119,119,05,Cachorro
2024-07-18,COR,21:30,6933,933,09,Cobra,0363,363,16,Leão,2369,369,18,Porco,8745,745,12,Elefante,8828,828,07,Carneiro
2024-07-19,PPT,09:30,2269,269,18,Porco,5250,250,13,Galo,4597,597,25,Vaca,5893,893,24,Veado,6885,885,22,Tigre
2024-07-19,PTM,11:30,4972,972,18,Porco,7971,971,18,Porco,0598,598,25,Vaca,6572,572,18,Porco,2558,558,15,Jacaré
2024-07-19,PT,14:30,1713,713,04,Borboleta,9075,075,19,Pavão,9872,872,18,Porco,6338,338,10,Coelho,9776,776,19,Pavão
2024-07-19,PTV,16:30,0664,664,16,Leão,9922,922,06,Cabra,3233,233,09,Cobra,0311,311,03,Burro,0290,290,23,Urso
2024-07-19,PTN,,6111,111,03,Burro,7315,315,04,Borboleta,5678,678,20,Peru,9239,239,10,Coelho,0090,090,23,Urso
2024-07-19,COR,21:30,5629,629,08,Camelo,5212,212,03,Burro,1152,152,13,Galo,5523,523,06,Cabra,6272,272,18,Porco
2024-07-20,PPT,09:30,5741,741,11,Cavalo,5038,038,10,Coelho,6383,383,21,Touro,3897,897,25,Vaca,0996,996,24,Veado
2024-07-20,PTM,11:30,3553,553,14,Gato,3496,496,24,Veado,1251,251,13,Galo,4454,454,14,Gato,8620,620,05,Cachorro
2024-07-20,PT,14:30,6805,805,02,Águia,8797,797,25,Vaca,0047,047,12,Elefante,2871,871,18,Porco,5978,978,20,Peru
2024-07-20,PTV,16:30,4207,207,02,Águia,6720,720,05,Cachorro,7330,330,08,Camelo,6891,891,23,Urso,7752,752,13,Galo
2024-07-20,FED,,6810,810,03,Burro,8248,248,12,Elefante,0003,003,01,Avestruz,2929,929,08,Camelo,5235,235,09,Cobra
