csvData,Tipo,Horario,Premio_1,Centena_1,Grupo_1,Bicho_1,Premio_2,Centena_2,Grupo_2,Bicho_2,Premio_3,Centena_3,Grupo_3,Bicho_3,Premio_4,Centena_4,Grupo_4,Bicho_4,Premio_5,Centena_5,Grupo_5,Bicho_5
2024-03-12,PPT,09:30,1302,302,01,Avestruz,6304,304,01,Avestruz,2110,110,03,Burro,5467,467,17,Macaco,2473,473,19,Pavão
2024-03-12,PTM,11:30,0516,516,04,Borboleta,3010,010,03,Burro,7494,494,24,Veado,5063,063,16,Leão,2896,896,24,Veado
2024-03-12,PT,14:30,7097,097,25,Vaca,5475,475,19,Pavão,7137,137,10,Coelho,7528,528,07,Carneiro,8843,843,11,Cavalo
2024-03-12,PTV,16:30,9169,169,18,Porco,8022,022,06,Cabra,2599,599,25,Vaca,2023,023,06,Cabra,6778,778,20,Peru
2024-03-12,PTN,,0593,593,24,Veado,0509,509,03,Burro,3376,376,19,Pavão,0982,982,21,Touro,6317,317,05,Cachorro
2024-03-12,COR,21:30,0652,652,13,Galo,7640,640,10,Coelho,8578,578,20,Peru,9449,449,13,Galo,6013,013,04,Borboleta
2024-03-13,PPT,09:30,8428,428,07,Carneiro,3763,763,16,Leão,2998,998,25,Vaca,2163,163,16,Leão,8061,061,16,Leão
2024-03-13,PTM,11:30,0553,553,14,Gato,6579,579,20,Peru,4845,845,12,Elefante,3715,715,04,Borboleta,8800,800,25,Vaca
2024-03-13,PT,14:30,3334,334,09,Cobra,0834,834,09,Cobra,8801,801,01,Avestruz,5562,562,16,Leão,3128,128,07,Carneiro
2024-03-13,PTV,16:30,2137,137,10,Coelho,1207,207,02,Águia,0063,063,16,Leão,4352,352,13,Galo,5997,997,25,Vaca
2024-03-13,FED,,1901,901,01,Avestruz,4959,959,15,Jacaré,1395,395,24,Veado,6782,782,21,Touro,1161,161,16,Leão
2024-03-13,COR,21:30,2082,082,21,Touro,6184,184,21,Touro,9168,168,17,Macaco,4204,204,01,Avestruz,7277,277,20,Peru
2024-03-14,PPT,09:30,7006,006,02,Águia,1287,287,22,Tigre,8914,914,04,Borboleta,4556,556,14,Gato,9669,669,18,Porco
2024-03-14,PTM,11:30,9842,842,11,Cavalo,6695,695,24,Veado,4664,664,16,Leão,5045,045,12,Elefante,3097,097,25,Vaca
2024-03-14,PT,14:30,2947,947,12,Elefante,8665,665,17,Macaco,0703,703,01,Avestruz,9326,326,07,Carneiro,9395,395,24,Veado
2024-03-14,PTV,16:30,0096,096,24,Veado,9499,499,25,Vaca,4561,561,16,Leão,7956,956,14,Gato,5665,665,17,Macaco
2024-03-14,PTN,,2649,649,13,Galo,4200,200,25,Vaca,2383,383,21,Touro,1118,118,05,Cachorro,0933,933,09,Cobra
2024-03-14,COR,21:30,5414,414,04,Borboleta,2651,651,13,Galo,0527,527,07,Carneiro,4705,705,02,Águia,9404,404,01,Avestruz
2024-03-15,PPT,09:30,5858,858,15,Jacaré,5375,375,19,Pavão,5990,990,23,Urso,5437,437,10,Coelho,0284,284,21,Touro
2024-03-15,PTM,11:30,4870,870,18,Porco,1996,996,24,Veado,5717,717,05,Cachorro,6764,764,16,Leão,7260,260,15,Jacaré
2024-03-15,PT,14:30,9629,629,08,Camelo,1392,392,23,Urso,2605,605,02,Águia,0106,106,02,Águia,5129,129,08,Camelo
2024-03-15,PTV,16:30,4280,280,20,Peru,3471,471,18,Porco,6075,075,19,Pavão,6771,771,18,Porco,5835,835,09,Cobra
2024-03-15,PTN,,2460,460,15,Jacaré,7522,522,06,Cabra,1685,685,22,Tigre,0755,755,14,Gato,4782,782,21,Touro
2024-03-15,COR,21:30,4806,806,02,Águia,2117,117,05,Cachorro,4940,940,10,Coelho,9758,758,15,Jacaré,0902,902,01,Avestruz
2024-03-16,PPT,09:30,0367,367,17,Macaco,5616,616,04,Borboleta,5813,813,04,Borboleta,7582,582,21,Touro,7828,828,07,Carneiro
2024-03-16,PTM,11:30,5802,802,01,Avestruz,2074,074,19,Pavão,8959,959,15,Jacaré,7437,437,10,Coelho,5333,333,09,Cobra
2024-03-16,PT,14:30,8647,647,12,Elefante,4605,605,02,Águia,2104,104,01,Avestruz,2017,017,05,Cachorro,9321,321,06,Cabra
2024-03-16,PTV,16:30,8342,342,11,Cavalo,8772,772,18,Porco,5019,019,05,Cachorro,3321,321,06,Cabra,4337,337,10,Coelho
2024-03-16,FED,,7542,542,11,Cavalo,5529,529,08,Camelo,8032,032,08,Camelo,7419,419,05,Cachorro,6916,916,04,Borboleta
2024-03-16,COR,21:30,6412,412,03,Burro,5693,693,24,Veado,9697,697,25,Vaca,8600,600,25,Vaca,8446,446,12,Elefante
2024-03-17,PPT,09:30,7876,876,19,Pavão,4632,632,08,Camelo,0484,484,21,Touro,2302,302,01,Avestruz,8487,487,22,Tigre
2024-03-17,PTM,11:30,1661,661,16,Leão,4082,082,21,Touro,0684,684,21,Touro,1432,432,08,Camelo,0161,161,16,Leão
2024-03-17,PT,14:30,4165,165,17,Macaco,6376,376,19,Pavão,1712,712,03,Burro,0644,644,11,Cavalo,5232,232,08,Camelo
2024-03-17,PTV,16:30,6989,989,23,Urso,5194,194,24,Veado,5098,098,25,Vaca,3217,217,05,Cachorro,9601,601,01,Avestruz
2024-03-18,PPT,09:30,0954,954,14,Gato,2669,669,18,Porco,8503,503,01,Avestruz,6405,405,02,Águia,2282,282,21,Touro
2024-03-18,PTM,11:30,5052,052,13,Galo,0623,623,06,Cabra,9235,235,09,Cobra,5254,254,14,Gato,2096,096,24,Veado
2024-03-18,PT,14:30,6844,844,11,Cavalo,1113,113,04,Borboleta,7672,672,18,Porco,6007,007,02,Águia,1525,525,07,Carneiro
2024-03-18,PTV,16:30,7856,856,14,Gato,6788,788,22,Tigre,5331,331,08,Camelo,4310,310,03,Burro,6175,175,19,Pavão
2024-03-18,PTN,,8619,619,05,Cachorro,6340,340,10,Coelho,5456,456,14,Gato,7681,681,21,Touro,8462,462,16,Leão
2024-03-18,COR,21:30,0149,149,13,Galo,2043,043,11,Cavalo,7755,755,14,Gato,5636,636,09,Cobra,9743,743,11,Cavalo
2024-03-19,PPT,09:30,7951,951,13,Galo,7160,160,15,Jacaré,9689,689,23,Urso,0295,295,24,Veado,7940,940,10,Coelho
2024-03-19,PTM,11:30,6500,500,25,Vaca,4691,691,23,Urso,0190,190,23,Urso,9360,360,15,Jacaré,5721,721,06,Cabra
2024-03-19,PT,14:30,0879,879,20,Peru,4700,700,25,Vaca,0358,358,15,Jacaré,1112,112,03,Burro,1365,365,17,Macaco
2024-03-19,PTV,16:30,8794,794,24,Veado,6745,745,12,Elefante,7123,123,06,Cabra,9976,976,19,Pavão,3950,950,13,Galo
2024-03-19,PTN,,0034,034,09,Cobra,6959,959,15,Jacaré,2540,540,10,Coelho,4527,527,07,Carneiro,8136,136,09,Cobra
2024-03-19,COR,21:30,2031,031,08,Camelo,3915,915,04,Borboleta,2262,262,16,Leão,8024,024,06,Cabra,7948,948,12,Elefante
2024-03-20,PPT,09:30,3297,297,25,Vaca,4448,448,12,Elefante,9741,741,11,Cavalo,5335,335,09,Cobra,6437,437,10,Coelho
2024-03-20,PTM,11:30,8138,138,10,Coelho,9918,918,05,Cachorro,8439,439,10,Coelho,6037,037,10,Coelho,3198,198,25,Vaca
2024-03-20,PT,14:30,1682,682,21,Touro,8873,873,19,Pavão,6214,214,04,Borboleta,2866,866,17,Macaco,3145,145,12,Elefante
2024-03-20,PTV,16:30,8551,551,13,Galo,2185,185,22,Tigre,3013,013,04,Borboleta,9414,414,04,Borboleta,9162,162,16,Leão
2024-03-20,FED,,4687,687,22,Tigre,1590,590,23,Urso,0291,291,23,Urso,4131,131,08,Camelo,1649,649,13,Galo
2024-03-20,COR,21:30,9132,132,08,Camelo,4122,122,06,Cabra,8492,492,23,Urso,7209,209,03,Burro,4534,534,09,Cobra
2024-03-21,PPT,09:30,6414,414,04,Borboleta,5904,904,01,Avestruz,8135,135,09,Cobra,7022,022,06,Cabra,1362,362,16,Leão
2024-03-21,PTM,11:30,1516,516,04,Borboleta,7706,706,02,Águia,3768,768,17,Macaco,8695,695,24,Veado,8442,442,11,Cavalo
2024-03-21,PT,14:30,9247,247,12,Elefante,2415,415,04,Borboleta,7967,967,17,Macaco,2085,085,22,Tigre,0446,446,12,Elefante
2024-03-21,PTV,16:30,4314,314,04,Borboleta,5899,899,25,Vaca,4350,350,13,Galo,5609,609,03,Burro,0302,302,01,Avestruz
2024-03-21,PTN,,2604,604,01,Avestruz,4501,501,01,Avestruz,6870,870,18,Porco,5662,662,16,Leão,2596,596,24,Veado
2024-03-21,COR,21:30,1427,427,07,Carneiro,2626,626,07,Carneiro,7321,321,06,Cabra,6799,799,25,Vaca,0902,902,01,Avestruz
2024-03-22,PPT,09:30,1425,425,07,Carneiro,8788,788,22,Tigre,0699,699,25,Vaca,4095,095,24,Veado,4682,682,21,Touro
2024-03-22,PTM,11:30,4701,701,01,Avestruz,3700,700,25,Vaca,2908,908,02,Águia,4936,936,09,Cobra,1475,475,19,Pavão
2024-03-22,PT,14:30,6425,425,07,Carneiro,2417,417,05,Cachorro,6989,989,23,Urso,8468,468,17,Macaco,0147,147,12,Elefante
2024-03-22,PTV,16:30,4859,859,15,Jacaré,7187,187,22,Tigre,6604,604,01,Avestruz,3745,745,12,Elefante,9879,879,20,Peru
2024-03-22,PTN,,7553,553,14,Gato,1529,529,08,Camelo,6010,010,03,Burro,0489,489,23,Urso,4248,248,12,Elefante
2024-03-22,COR,21:30,5574,574,19,Pavão,1278,278,20,Peru,7450,450,13,Galo,5369,369,18,Porco,7773,773,19,Pavão
2024-03-23,PPT,09:30,6594,594,24,Veado,4030,030,08,Camelo,0702,702,01,Avestruz,9161,161,16,Leão,2872,872,18,Porco
2024-03-23,PTM,11:30,5418,418,05,Cachorro,8098,098,25,Vaca,2714,714,04,Borboleta,0827,827,07,Carneiro,4752,752,13,Galo
2024-03-23,PT,14:30,9795,795,24,Veado,4635,635,09,Cobra,1129,129,08,Camelo,1778,778,20,Peru,3030,030,08,Camelo
2024-03-23,PTV,16:30,1253,253,14,Gato,8614,614,04,Borboleta,4336,336,09,Cobra,8003,003,01,Avestruz,4496,496,24,Veado
2024-03-23,FED,,9755,755,14,Gato,0847,847,12,Elefante,4085,085,22,Tigre,4192,192,23,Urso,1606,606,02,Águia
2024-03-23,COR,21:30,1116,116,04,Borboleta,2117,117,05,Cachorro,0645,645,12,Elefante,8772,772,18,Porco,9161,161,16,Leão
2024-03-24,PPT,09:30,0783,783,21,Touro,5193,193,24,Veado,3506,506,02,Águia,7092,092,23,Urso,6006,006,02,Águia
2024-03-24,PTM,11:30,3751,751,13,Galo,1070,070,18,Porco,5596,596,24,Veado,3016,016,04,Borboleta,7978,978,20,Peru
2024-03-24,PT,14:30,0214,214,04,Borboleta,6595,595,24,Veado,1270,270,18,Porco,7781,781,21,Touro,4781,781,21,Touro
2024-03-24,PTV,16:30,0589,589,23,Urso,7642,642,11,Cavalo,3933,933,09,Cobra,2909,909,03,Burro,1227,227,07,Carneiro
2024-03-25,PPT,09:30,9881,881,21,Touro,7289,289,23,Urso,0307,307,02,Águia,4271,271,18,Porco,9575,575,19,Pavão
2024-03-25,PTM,11:30,6479,479,20,Peru,8448,448,12,Elefante,7171,171,18,Porco,9585,585,22,Tigre,8668,668,17,Macaco
2024-03-25,PT,14:30,8791,791,23,Urso,6079,079,20,Peru,7332,332,08,Camelo,4861,861,16,Leão,8908,908,02,Águia
2024-03-25,PTV,16:30,8678,678,20,Peru,8963,963,16,Leão,8239,239,10,Coelho,6180,180,20,Peru,4690,690,23,Urso
2024-03-25,PTN,,2532,532,08,Camelo,8469,469,18,Porco,0253,253,14,Gato,2406,406,02,Águia,1212,212,03,Burro
2024-03-25,COR,21:30,3160,160,15,Jacaré,9678,678,20,Peru,7143,143,11,Cavalo,2515,515,04,Borboleta,2829,829,08,Camelo
2024-03-26,PPT,09:30,8108,108,02,Águia,3860,860,15,Jacaré,7925,925,07,Carneiro,7718,718,05,Cachorro,6924,924,06,Cabra
2024-03-26,PTM,11:30,4485,485,22,Tigre,0107,107,02,Águia,4327,327,07,Carneiro,5496,496,24,Veado,4091,091,23,Urso
2024-03-26,PT,14:30,9700,700,25,Vaca,5690,690,23,Urso,9586,586,22,Tigre,8270,270,18,Porco,8126,126,07,Carneiro
2024-03-26,PTV,16:30,5283,283,21,Touro,8170,170,18,Porco,6548,548,12,Elefante,2596,596,24,Veado,1541,541,11,Cavalo
2024-03-26,PTN,,1207,207,02,Águia,9968,968,17,Macaco,5743,743,11,Cavalo,2024,024,06,Cabra,7878,878,20,Peru
2024-03-26,COR,21:30,8393,393,24,Veado,7023,023,06,Cabra,3448,448,12,Elefante,0245,245,12,Elefante,6423,423,06,Cabra
2024-03-27,PPT,09:30,0109,109,03,Burro,2077,077,20,Peru,7036,036,09,Cobra,3052,052,13,Galo,9348,348,12,Elefante
2024-03-27,PTM,11:30,9942,942,11,Cavalo,4501,501,01,Avestruz,4230,230,08,Camelo,3006,006,02,Águia,6610,610,03,Burro
2024-03-27,PT,14:30,3018,018,05,Cachorro,0706,706,02,Águia,9076,076,19,Pavão,1532,532,08,Camelo,9779,779,20,Peru
2024-03-27,PTV,16:30,7450,450,13,Galo,4272,272,18,Porco,6367,367,17,Macaco,3590,590,23,Urso,1279,279,20,Peru
2024-03-27,FED,,4745,745,12,Elefante,6202,202,01,Avestruz,9429,429,08,Camelo,4383,383,21,Touro,1709,709,03,Burro
2024-03-27,COR,21:30,9891,891,23,Urso,5445,445,12,Elefante,7951,951,13,Galo,2591,591,23,Urso,1279,279,20,Peru
2024-03-28,PPT,09:30,0725,725,07,Carneiro,8346,346,12,Elefante,8797,797,25,Vaca,9453,453,14,Gato,6264,264,16,Leão
2024-03-28,PTM,11:30,3688,688,22,Tigre,9207,207,02,Águia,4467,467,17,Macaco,2635,635,09,Cobra,3929,929,08,Camelo
2024-03-28,PT,14:30,9959,959,15,Jacaré,8449,449,13,Galo,5540,540,10,Coelho,2937,937,10,Coelho,3743,743,11,Cavalo
2024-03-28,PTV,16:30,7740,740,10,Coelho,9460,460,15,Jacaré,5693,693,24,Veado,1004,004,01,Avestruz,1443,443,11,Cavalo
2024-03-28,PTN,,8007,007,02,Águia,2689,689,23,Urso,6245,245,12,Elefante,5366,366,17,Macaco,7604,604,01,Avestruz
2024-03-28,COR,21:30,9822,822,06,Cabra,6596,596,24,Veado,1928,928,07,Carneiro,7162,162,16,Leão,2706,706,02,Águia
2024-03-30,PPT,09:30,7304,304,01,Avestruz,2403,403,01,Avestruz,7608,608,02,Águia,4643,643,11,Cavalo,4768,768,17,Macaco
2024-03-30,PTM,11:30,8070,070,18,Porco,5885,885,22,Tigre,7404,404,01,Avestruz,3373,373,19,Pavão,5646,646,12,Elefante
2024-03-30,PT,14:30,6540,540,10,Coelho,9047,047,12,Elefante,7689,689,23,Urso,9176,176,19,Pavão,8274,274,19,Pavão
2024-03-30,PTV,16:30,0936,936,09,Cobra,2678,678,20,Peru,4820,820,05,Cachorro,1663,663,16,Leão,5955,955,14,Gato
2024-03-30,FED,,7007,007,02,Águia,5806,806,02,Águia,9009,009,03,Burro,5868,868,17,Macaco,3224,224,06,Cabra
2024-03-30,COR,21:30,9885,885,22,Tigre,7076,076,19,Pavão,0470,470,18,Porco,3719,719,05,Cachorro,0245,245,12,Elefante
2024-03-31,PPT,09:30,2853,853,14,Gato,0830,830,08,Camelo,4517,517,05,Cachorro,6678,678,20,Peru,5148,148,12,Elefante
2024-03-31,PTM,11:30,6341,341,11,Cavalo,5759,759,15,Jacaré,0668,668,17,Macaco,2022,022,06,Cabra,3266,266,17,Macaco
2024-03-31,PT,14:30,7736,736,09,Cobra,6667,667,17,Macaco,6863,863,16,Leão,1791,791,23,Urso,7833,833,09,Cobra
2024-03-31,PTV,16:30,9403,403,01,Avestruz,5357,357,15,Jacaré,2856,856,14,Gato,8592,592,23,Urso,3824,824,06,Cabra
2024-04-01,PPT,09:30,5233,233,09,Cobra,8771,771,18,Porco,5426,426,07,Carneiro,5599,599,25,Vaca,3466,466,17,Macaco
2024-04-01,PTM,11:30,7228,228,07,Carneiro,6196,196,24,Veado,4050,050,13,Galo,4778,778,20,Peru,4499,499,25,Vaca
2024-04-01,PT,14:30,0890,890,23,Urso,9933,933,09,Cobra,1740,740,10,Coelho,0695,695,24,Veado,3317,317,05,Cachorro
2024-04-01,PTV,16:30,0415,415,04,Borboleta,1946,946,12,Elefante,4888,888,22,Tigre,1479,479,20,Peru,2703,703,01,Avestruz
2024-04-01,PTN,,6698,698,25,Vaca,1181,181,21,Touro,1008,008,02,Águia,4619,619,05,Cachorro,9896,896,24,Veado
2024-04-01,COR,21:30,8641,641,11,Cavalo,7568,568,17,Macaco,2156,156,14,Gato,6263,263,16,Leão,7375,375,19,Pavão
2024-04-02,PPT,09:30,5391,391,23,Urso,5921,921,06,Cabra,7439,439,10,Coelho,9242,242,11,Cavalo,2898,898,25,Vaca
2024-04-02,PTM,11:30,7462,462,16,Leão,1853,853,14,Gato,9353,353,14,Gato,1626,626,07,Carneiro,3137,137,10,Coelho
2024-04-02,PT,14:30,6253,253,14,Gato,3349,349,13,Galo,8797,797,25,Vaca,9239,239,10,Coelho,5639,639,10,Coelho
2024-04-02,PTV,16:30,0080,080,20,Peru,7836,836,09,Cobra,3642,642,11,Cavalo,2620,620,05,Cachorro,7079,079,20,Peru
2024-04-02,PTN,,6500,500,25,Vaca,5442,442,11,Cavalo,0329,329,08,Camelo,9612,612,03,Burro,9728,728,07,Carneiro
2024-04-02,COR,21:30,7883,883,21,Touro,2338,338,10,Coelho,0283,283,21,Touro,4122,122,06,Cabra,5882,882,21,Touro
2024-04-03,PPT,09:30,0276,276,19,Pavão,1441,441,11,Cavalo,3757,757,15,Jacaré,3932,932,08,Camelo,9863,863,16,Leão
2024-04-03,PTM,11:30,4801,801,01,Avestruz,0979,979,20,Peru,6394,394,24,Veado,3965,965,17,Macaco,2924,924,06,Cabra
2024-04-03,PT,14:30,6649,649,13,Galo,8012,012,03,Burro,4871,871,18,Porco,0869,869,18,Porco,7267,267,17,Macaco
2024-04-03,PTV,16:30,6876,876,19,Pavão,3553,553,14,Gato,7292,292,23,Urso,4154,154,14,Gato,0757,757,15,Jacaré
2024-04-03,FED,,6400,400,25,Vaca,7793,793,24,Veado,4351,351,13,Galo,6236,236,09,Cobra,2778,778,20,Peru
2024-04-03,COR,21:30,2302,302,01,Avestruz,0105,105,02,Águia,1170,170,18,Porco,0269,269,18,Porco,3686,686,22,Tigre
2024-04-04,PPT,09:30,3057,057,15,Jacaré,5836,836,09,Cobra,4282,282,21,Touro,6116,116,04,Borboleta,9217,217,05,Cachorro
2024-04-04,PTM,11:30,5149,149,13,Galo,6577,577,20,Peru,3722,722,06,Cabra,6253,253,14,Gato,7393,393,24,Veado
2024-04-04,PT,14:30,6755,755,14,Gato,0186,186,22,Tigre,1722,722,06,Cabra,7335,335,09,Cobra,6234,234,09,Cobra
2024-04-04,PTV,16:30,5208,208,02,Águia,4155,155,14,Gato,5545,545,12,Elefante,3383,383,21,Touro,1695,695,24,Veado
2024-04-04,PTN,,9552,552,13,Galo,5403,403,01,Avestruz,4286,286,22,Tigre,4763,763,16,Leão,0013,013,04,Borboleta
2024-04-04,COR,21:30,6972,972,18,Porco,5077,077,20,Peru,5179,179,20,Peru,6940,940,10,Coelho,9256,256,14,Gato
2024-04-05,PPT,09:30,3703,703,01,Avestruz,6548,548,12,Elefante,9087,087,22,Tigre,3287,287,22,Tigre,1514,514,04,Borboleta
2024-04-05,PTM,11:30,0659,659,15,Jacaré,2668,668,17,Macaco,2743,743,11,Cavalo,2393,393,24,Veado,5790,790,23,Urso
2024-04-05,PT,14:30,0221,221,06,Cabra,1484,484,21,Touro,2645,645,12,Elefante,2892,892,23,Urso,8168,168,17,Macaco
2024-04-05,PTV,16:30,6146,146,12,Elefante,9839,839,10,Coelho,0825,825,07,Carneiro,7421,421,06,Cabra,6255,255,14,Gato
2024-04-05,PTN,,6545,545,12,Elefante,0706,706,02,Águia,9455,455,14,Gato,7054,054,14,Gato,2400,400,25,Vaca
2024-04-05,COR,21:30,8203,203,01,Avestruz,1639,639,10,Coelho,3565,565,17,Macaco,9293,293,24,Veado,4491,491,23,Urso
2024-04-06,PPT,09:30,5462,462,16,Leão,4697,697,25,Vaca,2090,090,23,Urso,6040,040,10,Coelho,6264,264,16,Leão
2024-04-06,PTM,11:30,2718,718,05,Cachorro,5559,559,15,Jacaré,1831,831,08,Camelo,3852,852,13,Galo,6466,466,17,Macaco
2024-04-06,PT,14:30,8264,264,16,Leão,5972,972,18,Porco,9399,399,25,Vaca,3236,236,09,Cobra,1663,663,16,Leão
2024-04-06,PTV,16:30,4740,740,10,Coelho,6692,692,23,Urso,1894,894,24,Veado,2067,067,17,Macaco,2500,500,25,Vaca
2024-04-06,FED,,4091,091,23,Urso,5694,694,24,Veado,1236,236,09,Cobra,5526,526,07,Carneiro,9914,914,04,Borboleta
2024-04-06,COR,21:30,4517,517,05,Cachorro,6199,199,25,Vaca,8051,051,13,Galo,8786,786,22,Tigre,8568,568,17,Macaco
2024-04-07,PPT,09:30,9610,610,03,Burro,8142,142,11,Cavalo,2675,675,19,Pavão,7382,382,21,Touro,3553,553,14,Gato
2024-04-07,PTM,11:30,2450,450,13,Galo,4926,926,07,Carneiro,7169,169,18,Porco,1404,404,01,Avestruz,4611,611,03,Burro
2024-04-07,PT,14:30,8331,331,08,Camelo,8646,646,12,Elefante,2520,520,05,Cachorro,9646,646,12,Elefante,4996,996,24,Veado
2024-04-07,PTV,16:30,6446,446,12,Elefante,1370,370,18,Porco,7283,283,21,Touro,8406,406,02,Águia,5531,531,08,Camelo
2024-04-08,PPT,09:30,0243,243,11,Cavalo,7903,903,01,Avestruz,6013,013,04,Borboleta,8989,989,23,Urso,1795,795,24,Veado
2024-04-08,PTM,11:30,2593,593,24,Veado,8308,308,02,Águia,8389,389,23,Urso,9893,893,24,Veado,7710,710,03,Burro
2024-04-08,PT,14:30,7145,145,12,Elefante,7215,215,04,Borboleta,9521,521,06,Cabra,5707,707,02,Águia,4992,992,23,Urso
2024-04-08,PTV,16:30,9948,948,12,Elefante,5981,981,21,Touro,7863,863,16,Leão,2966,966,17,Macaco,0230,230,08,Camelo
2024-04-08,PTN,,8292,292,23,Urso,7689,689,23,Urso,9542,542,11,Cavalo,1474,474,19,Pavão,8122,122,06,Cabra
2024-04-08,COR,21:30,3063,063,16,Leão,6034,034,09,Cobra,8708,708,02,Águia,9547,547,12,Elefante,5680,680,20,Peru
2024-04-09,PPT,09:30,3306,306,02,Águia,2376,376,19,Pavão,7928,928,07,Carneiro,4330,330,08,Camelo,4663,663,16,Leão
2024-04-09,PTM,11:30,8621,621,06,Cabra,8336,336,09,Cobra,8000,000,25,Vaca,5578,578,20,Peru,5998,998,25,Vaca
2024-04-09,PT,14:30,6620,620,05,Cachorro,9288,288,22,Tigre,1970,970,18,Porco,6126,126,07,Carneiro,0534,534,09,Cobra
2024-04-09,PTV,16:30,5108,108,02,Águia,1233,233,09,Cobra,0090,090,23,Urso,9358,358,15,Jacaré,2147,147,12,Elefante
2024-04-09,PTN,,7571,571,18,Porco,6702,702,01,Avestruz,7302,302,01,Avestruz,3587,587,22,Tigre,3917,917,05,Cachorro
2024-04-09,COR,21:30,9830,830,08,Camelo,6609,609,03,Burro,0803,803,01,Avestruz,3208,208,02,Águia,5732,732,08,Camelo
2024-04-10,PPT,09:30,6611,611,03,Burro,7966,966,17,Macaco,5725,725,07,Carneiro,7434,434,09,Cobra,0211,211,03,Burro
2024-04-10,PTM,11:30,4233,233,09,Cobra,0948,948,12,Elefante,2846,846,12,Elefante,0780,780,20,Peru,2133,133,09,Cobra
2024-04-10,PT,14:30,4108,108,02,Águia,5074,074,19,Pavão,6190,190,23,Urso,4075,075,19,Pavão,4402,402,01,Avestruz
2024-04-10,PTV,16:30,1854,854,14,Gato,2242,242,11,Cavalo,5466,466,17,Macaco,5522,522,06,Cabra,7563,563,16,Leão
2024-04-10,FED,,8233,233,09,Cobra,2345,345,12,Elefante,6987,987,22,Tigre,2841,841,11,Cavalo,3672,672,18,Porco
2024-04-10,COR,21:30,9056,056,14,Gato,7781,781,21,Touro,3752,752,13,Galo,0858,858,15,Jacaré,6820,820,05,Cachorro
2024-04-11,PPT,09:30,4283,283,21,Touro,2118,118,05,Cachorro,7704,704,01,Avestruz,5772,772,18,Porco,2197,197,25,Vaca
2024-04-11,PTM,11:30,6369,369,18,Porco,2685,685,22,Tigre,6052,052,13,Galo,7855,855,14,Gato,4362,362,16,Leão
2024-04-11,PT,14:30,4583,583,21,Touro,2003,003,01,Avestruz,6945,945,12,Elefante,3410,410,03,Burro,3716,716,04,Borboleta
2024-04-11,PTV,16:30,4607,607,02,Águia,4281,281,21,Touro,6623,623,06,Cabra,9394,394,24,Veado,3199,199,25,Vaca
2024-04-11,PTN,,3364,364,16,Leão,7706,706,02,Águia,1943,943,11,Cavalo,9605,605,02,Águia,6584,584,21,Touro
2024-04-11,COR,21:30,1523,523,06,Cabra,7725,725,07,Carneiro,9265,265,17,Macaco,0092,092,23,Urso,6719,719,05,Cachorro
2024-04-12,PPT,09:30,8898,898,25,Vaca,6899,899,25,Vaca,0322,322,06,Cabra,7662,662,16,Leão,0662,662,16,Leão
2024-04-12,PTM,11:30,2068,068,17,Macaco,6453,453,14,Gato,1994,994,24,Veado,1486,486,22,Tigre,7061,061,16,Leão
2024-04-12,PT,14:30,2537,537,10,Coelho,6428,428,07,Carneiro,0748,748,12,Elefante,4745,745,12,Elefante,7327,327,07,Carneiro
2024-04-12,PTV,16:30,4262,262,16,Leão,2135,135,09,Cobra,1807,807,02,Águia,2776,776,19,Pavão,7033,033,09,Cobra
2024-04-12,PTN,,5536,536,09,Cobra,3099,099,25,Vaca,0984,984,21,Touro,8058,058,15,Jacaré,0210,210,03,Burro
2024-04-12,COR,21:30,7250,250,13,Galo,2086,086,22,Tigre,1664,664,16,Leão,0227,227,07,Carneiro,9947,947,12,Elefante
2024-04-13,PPT,09:30,1873,873,19,Pavão,4079,079,20,Peru,7867,867,17,Macaco,2935,935,09,Cobra,0408,408,02,Águia
2024-04-13,PTM,11:30,8833,833,09,Cobra,1163,163,16,Leão,6994,994,24,Veado,2997,997,25,Vaca,8353,353,14,Gato
2024-04-13,PT,14:30,4834,834,09,Cobra,1663,663,16,Leão,7441,441,11,Cavalo,8331,331,08,Camelo,0134,134,09,Cobra
2024-04-13,PTV,16:30,4531,531,08,Camelo,2256,256,14,Gato,2055,055,14,Gato,3685,685,22,Tigre,9133,133,09,Cobra
2024-04-13,FED,,6714,714,04,Borboleta,7969,969,18,Porco,3880,880,20,Peru,1316,316,04,Borboleta,3142,142,11,Cavalo
2024-04-13,COR,21:30,3573,573,19,Pavão,3853,853,14,Gato,0340,340,10,Coelho,5962,962,16,Leão,4227,227,07,Carneiro
2024-04-14,PPT,09:30,5325,325,07,Carneiro,0066,066,17,Macaco,2461,461,16,Leão,9157,157,15,Jacaré,4223,223,06,Cabra
2024-04-14,PTM,11:30,3543,543,11,Cavalo,4337,337,10,Coelho,5991,991,23,Urso,2620,620,05,Cachorro,4607,607,02,Águia
2024-04-14,PT,14:30,4147,147,12,Elefante,0604,604,01,Avestruz,6876,876,19,Pavão,6078,078,20,Peru,0314,314,04,Borboleta
2024-04-14,PTV,16:30,2435,435,09,Cobra,7469,469,18,Porco,3165,165,17,Macaco,5917,917,05,Cachorro,6718,718,05,Cachorro
2024-04-15,PPT,09:30,5746,746,12,Elefante,5176,176,19,Pavão,9668,668,17,Macaco,2620,620,05,Cachorro,9600,600,25,Vaca
